,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
381,387,2384,528112010,20,RL,108.0,12228,Pave,NA,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,3,2,PConc,6,5,2,2,0.0,2,0.0,1721.0,1721.0,GasA,4,Y,3.0,1740,0,0,1740,0.0,0.0,2,0,4,1,3,8,7,0,0,Attchd,2006.0,3,3.0,874.0,2,2,2,0,43,0,0,0,0,0,0,NA,0,9,2006,New,293000.0,Train
382,388,2716,905107240,20,RL,78.0,10335,Pave,NA,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,4,2,4,570.0,2,0.0,891.0,1461.0,GasA,3,Y,3.0,1721,0,0,1721,0.0,0.0,2,1,3,1,2,7,6,1,4,Attchd,1968.0,3,2.0,440.0,2,2,2,0,96,180,0,0,0,0,3,NA,0,7,2006,WD ,180000.0,Train
383,389,313,914478045,80,RL,6767.35397157309,12328,Pave,NA,2,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,2,2,CBlock,4,4,3,7,539.0,2,0.0,473.0,1012.0,GasA,2,Y,3.0,1034,0,0,1034,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1976.0,3,3.0,888.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2010,WD ,169900.0,Train
384,390,84,532351140,90,RM,68.0,8930,Pave,NA,3,Lvl,3,Inside,2,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,3.0,1318,584,0,1902,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,1978.0,3,2.0,539.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,112000.0,Train
385,391,81,531453010,20,RL,81.0,9672,Pave,NA,3,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,2,2,PConc,5,4,2,7,338.0,2,0.0,702.0,1040.0,GasA,2,Y,3.0,1097,0,0,1097,0.0,0.0,2,0,3,1,2,6,7,0,0,Attchd,1986.0,3,2.0,480.0,2,2,2,0,0,0,0,0,0,0,4,NA,0,5,2010,WD ,152000.0,Train
386,392,2389,528118110,60,RL,120.0,13975,Pave,NA,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,2,PConc,5,4,3,2,0.0,2,0.0,1090.0,1090.0,GasA,4,Y,3.0,1117,1089,0,2206,0.0,0.0,2,1,4,1,4,10,7,1,5,BuiltIn,2005.0,4,3.0,670.0,2,2,2,148,95,0,0,0,0,0,0,NA,0,8,2006,New,300000.0,Train
387,393,280,908152080,80,RL,94.0,7819,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,4,3,6,422.0,5,127.0,480.0,1029.0,GasA,2,Y,3.0,1117,0,0,1117,1.0,0.0,1,0,3,1,2,6,7,1,4,Detchd,1976.0,3,2.0,672.0,2,2,2,144,0,0,0,0,0,0,3,NA,0,3,2010,WD ,107000.0,Train
388,394,190,902402250,190,RM,60.0,11340,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,2,2,PConc,4,4,2,2,0.0,2,0.0,777.0,777.0,GasA,3,Y,3.0,1246,1044,0,2290,0.0,0.0,2,0,4,2,2,11,7,0,0,Detchd,1971.0,3,2.0,560.0,2,2,0,0,0,114,0,0,0,0,0,NA,0,4,2010,WD ,122500.0,Train
389,395,2371,527451450,160,RM,21.0,1680,Pave,NA,3,Lvl,3,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,2,2,CBlock,4,4,2,6,276.0,2,0.0,207.0,483.0,GasA,2,Y,3.0,483,465,0,948,0.0,0.0,1,1,2,1,2,5,7,0,0,Detchd,1972.0,3,1.0,264.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,89000.0,Train
390,396,213,904350045,50,RL,65.0,6001,Pave,NA,2,Bnk,3,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,4,2,3,368.0,2,0.0,232.0,600.0,GasA,4,N,3.0,600,319,0,919,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1940.0,3,1.0,231.0,2,2,2,0,0,45,0,0,0,0,3,NA,0,3,2010,WD ,95000.0,Train
391,397,1864,534125120,20,RL,78.0,11700,Pave,NA,3,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,912.0,912.0,GasA,4,Y,3.0,1152,0,0,1152,1.0,0.0,1,1,3,1,2,7,7,0,0,Attchd,1968.0,3,2.0,412.0,2,2,2,0,126,0,0,0,0,0,0,NA,0,9,2007,CWD,143450.0,Train
392,398,37,528108120,60,RL,102.0,12858,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,4,2,PConc,6,4,2,2,0.0,2,0.0,1590.0,1590.0,GasA,4,Y,3.0,1627,707,0,2334,0.0,0.0,2,1,3,1,4,10,7,1,5,Attchd,2009.0,4,3.0,751.0,2,2,2,144,133,0,0,0,0,0,0,NA,0,1,2010,New,376162.0,Train
393,399,146,535175070,20,RL,73.0,9300,Pave,NA,3,Lvl,3,Inside,2,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,2,2,CBlock,4,4,2,4,697.0,2,0.0,571.0,1268.0,GasA,2,Y,3.0,1264,0,0,1264,1.0,0.0,1,0,3,1,2,6,7,2,5,Attchd,1960.0,3,2.0,461.0,2,2,2,0,0,0,0,143,0,0,0,NA,0,4,2010,WD ,167500.0,Train
394,400,809,906226080,90,RL,64.0,7018,Pave,NA,3,Bnk,3,Inside,2,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,2,2,CBlock,5,4,3,7,1086.0,2,0.0,0.0,1086.0,GasA,2,Y,3.0,1224,0,0,1224,2.0,0.0,0,2,2,2,2,6,7,2,4,Detchd,1979.0,3,2.0,528.0,2,2,2,120,0,0,0,0,0,0,0,NA,0,6,2009,WD ,153337.0,Train
395,401,767,904351200,70,RH,54.0,6629,Pave,NA,3,Lvl,3,Inside,2,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,5,551.0,2,0.0,121.0,672.0,GasA,2,N,3.0,697,672,0,1369,1.0,0.0,2,0,3,1,2,6,7,0,0,Detchd,1930.0,3,1.0,300.0,2,2,2,147,0,0,0,0,0,0,0,NA,0,7,2009,WD ,103600.0,Train
396,402,262,907200340,20,RL,75.0,10650,Pave,NA,3,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,5,3,3,182.0,6,712.0,0.0,894.0,GasA,2,Y,3.0,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1976.0,3,1.0,308.0,2,2,2,365,0,0,0,0,0,0,3,NA,0,2,2010,WD ,128200.0,Train
397,403,101,533221090,160,FV,1161.4470719084704,2117,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,3,2,PConc,5,4,2,7,378.0,2,0.0,378.0,756.0,GasA,4,Y,3.0,769,804,0,1573,0.0,0.0,2,1,3,1,3,5,7,0,0,Detchd,2000.0,3,2.0,440.0,2,2,2,0,32,0,0,0,0,0,0,NA,0,6,2010,WD ,177500.0,Train
398,404,48,528176070,60,RL,105.0,13650,Pave,NA,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,3,2,PConc,5,4,4,7,578.0,2,0.0,1093.0,1671.0,GasA,4,Y,3.0,1687,563,0,2250,1.0,0.0,2,1,3,1,3,7,7,1,6,Attchd,2002.0,4,3.0,756.0,2,2,2,238,130,0,0,0,0,0,0,NA,0,6,2010,WD ,320000.0,Train
399,405,489,528290180,60,RL,42.0,8433,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,7,683.0,2,0.0,111.0,794.0,GasA,4,Y,3.0,819,695,0,1514,1.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,2000.0,4,2.0,394.0,2,2,2,0,72,0,0,0,0,0,0,NA,0,6,2009,WD ,190000.0,Train
400,406,2369,527451200,160,RM,21.0,1680,Pave,NA,3,Lvl,3,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,672.0,672.0,GasA,2,Y,3.0,672,546,0,1218,0.0,0.0,1,1,3,1,2,7,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,201,0,0,0,0,0,0,0,NA,0,4,2006,WD ,91500.0,Train
401,407,707,902202150,190,RM,50.0,6000,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,811.0,811.0,GasA,2,Y,2.0,811,576,0,1387,0.0,0.0,2,0,3,2,3,7,7,0,0,BuiltIn,1954.0,3,1.0,256.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,11,2009,WD ,93000.0,Train
402,408,1556,911102170,70,C (all),50.0,8500,Pave,Pave,3,Lvl,3,Inside,2,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,2,1,BrkTil,4,4,2,2,0.0,2,0.0,649.0,649.0,GasA,2,N,3.0,649,668,0,1317,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1920.0,3,1.0,250.0,2,1,0,0,54,172,0,0,0,0,3,NA,0,7,2008,WD ,40000.0,Train
403,409,2034,903454010,70,RM,60.0,6882,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4,4,2,2,0.0,2,0.0,684.0,684.0,GasA,2,Y,3.0,773,582,0,1355,0.0,0.0,1,1,3,1,3,7,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,136,0,115,0,0,0,0,0,NA,0,3,2007,WD ,127000.0,Train
404,410,308,911204100,30,C (all),66.0,8712,Grvl,NA,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,CBlock,4,4,2,2,0.0,2,0.0,756.0,756.0,GasA,3,Y,3.0,952,0,0,952,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1896.0,3,1.0,330.0,2,2,0,0,0,265,0,0,0,0,0,NA,0,6,2010,WD ,50138.0,Train
405,411,2176,908152070,20,RL,4345.685639928723,7917,Pave,NA,2,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,2,3,CBlock,4,5,2,5,751.0,2,0.0,392.0,1143.0,GasA,2,Y,3.0,1113,0,0,1113,1.0,0.0,1,1,3,1,2,6,7,1,3,Attchd,1987.0,3,1.0,504.0,2,3,2,370,30,0,0,0,0,0,4,NA,0,5,2007,WD ,148000.0,Train
406,412,1549,910203020,30,RM,71.0,6900,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,4,2,6,403.0,4,125.0,212.0,740.0,GasA,4,Y,3.0,778,0,0,778,0.0,0.0,1,0,2,1,2,4,7,1,5,Detchd,1966.0,4,1.0,924.0,4,4,2,0,25,0,0,0,0,0,0,NA,0,2,2008,WD ,120500.0,Train
407,413,909,909178160,50,RL,60.0,9900,Pave,NA,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,778.0,778.0,GasA,2,Y,3.0,944,545,0,1489,0.0,0.0,2,0,3,1,2,7,7,1,5,Detchd,1940.0,3,1.0,240.0,2,2,2,335,0,0,0,0,0,0,2,NA,0,7,2009,WD ,139500.0,Train
408,414,892,908154040,20,RL,86.0,13286,Pave,NA,2,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,4,2,PConc,6,4,2,7,1234.0,2,0.0,464.0,1698.0,GasA,4,Y,3.0,1698,0,0,1698,1.0,0.0,2,0,3,1,4,8,7,1,5,Attchd,2007.0,4,3.0,768.0,2,2,2,327,64,0,0,0,0,0,0,NA,0,2,2009,WD ,320000.0,Train
409,415,2045,904100100,70,RL,107.0,12888,Pave,NA,3,Bnk,3,Inside,2,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,6,288.0,2,0.0,717.0,1005.0,GasA,2,Y,3.0,1262,1005,0,2267,1.0,0.0,1,1,3,1,2,7,7,2,5,Attchd,1937.0,4,2.0,498.0,2,2,2,521,0,0,0,0,0,0,0,NA,0,4,2007,WD ,219000.0,Train
410,416,2927,923276100,20,RL,4877.12407679831,8885,Pave,NA,2,Low,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,5,4,3,5,301.0,6,324.0,239.0,864.0,GasA,2,Y,3.0,902,0,0,902,1.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1983.0,3,2.0,484.0,2,2,2,164,0,0,0,0,0,0,3,NA,0,6,2006,WD ,131000.0,Train
411,417,1732,528221030,60,RL,62.0,8857,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,738.0,738.0,GasA,4,Y,3.0,738,757,0,1495,0.0,0.0,2,1,3,1,3,7,7,1,5,Attchd,2006.0,3,2.0,440.0,2,2,2,100,30,0,0,0,0,0,0,NA,0,3,2007,New,171925.0,Train
412,418,998,527107090,20,RL,53.0,14137,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,5,4,2,7,450.0,2,0.0,898.0,1348.0,GasA,3,Y,3.0,1384,0,0,1384,1.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,1996.0,3,2.0,404.0,2,2,2,0,39,0,0,0,0,0,0,NA,0,11,2008,WD ,177900.0,Train
413,419,2203,909252170,70,RL,53.0,6720,Pave,NA,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,585.0,585.0,GasA,2,N,3.0,851,585,0,1436,0.0,0.0,1,0,3,1,2,7,7,1,5,Detchd,1992.0,3,1.0,228.0,2,2,2,184,0,0,0,0,0,0,0,NA,0,4,2007,CWD,141500.0,Train
414,420,356,527162120,60,RL,60.0,7500,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,476.0,2,0.0,476.0,952.0,GasA,3,Y,3.0,952,684,0,1636,1.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,1998.0,4,2.0,440.0,2,2,2,0,84,0,0,0,0,0,0,NA,0,10,2009,WD ,191000.0,Train
415,421,2475,531375100,20,RL,63.0,13072,Pave,NA,3,Lvl,3,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,6,941.0,2,0.0,217.0,1158.0,GasA,4,Y,3.0,1158,0,0,1158,1.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,2006.0,3,2.0,576.0,2,2,2,0,50,0,0,0,0,0,0,NA,0,5,2006,New,158000.0,Train
416,422,2264,916386170,20,RL,67.0,10656,Pave,NA,2,HLS,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,3,2,PConc,5,4,3,2,0.0,2,0.0,1638.0,1638.0,GasA,4,Y,3.0,1646,0,0,1646,0.0,0.0,2,0,3,1,3,6,7,1,5,Attchd,2007.0,3,3.0,870.0,2,2,2,192,80,0,0,0,0,0,0,NA,0,11,2007,New,248900.0,Train
417,423,2201,909252010,50,RL,60.0,7200,Pave,NA,3,Lvl,3,Corner,2,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,2,2,BrkTil,5,4,2,6,569.0,2,0.0,162.0,731.0,GasA,4,Y,3.0,981,787,0,1768,1.0,0.0,1,1,3,1,3,7,7,2,4,Detchd,1939.0,3,1.0,240.0,2,2,2,0,0,264,0,0,0,0,3,NA,0,6,2007,WD ,175000.0,Train
418,424,2545,534400120,190,RL,80.0,8800,Pave,NA,3,Lvl,3,Inside,2,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,2,3,PConc,4,4,3,6,901.0,5,252.0,34.0,1187.0,GasA,4,Y,3.0,1565,0,0,1565,1.0,0.0,2,0,3,1,3,7,6,2,4,Attchd,1965.0,3,1.0,299.0,2,2,2,200,25,211,0,0,0,0,3,Shed,460,6,2006,WD ,185900.0,Train
419,425,2660,902325050,75,RM,60.0,10800,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,5,4,3,4,390.0,2,0.0,490.0,880.0,GasW,1,N,3.0,880,888,0,1768,0.0,0.0,1,1,2,1,2,6,7,2,4,Detchd,1914.0,3,2.0,320.0,2,2,0,0,341,0,0,0,0,0,0,NA,0,10,2006,WD ,163000.0,Train
420,426,2882,911175440,190,C (all),50.0,9000,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,1,CBlock,4,4,3,2,0.0,2,0.0,660.0,660.0,GasA,2,N,3.0,1060,336,0,1396,0.0,0.0,2,0,4,2,2,8,5,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,115000.0,Train
421,427,1379,905103030,80,RL,80.0,13014,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,2,2,CBlock,4,4,3,6,528.0,2,0.0,480.0,1008.0,GasA,2,Y,3.0,1096,0,0,1096,1.0,0.0,1,0,3,1,2,6,7,1,3,Attchd,1978.0,3,2.0,484.0,2,2,2,168,0,0,0,0,0,0,0,NA,0,12,2008,WD ,157500.0,Train
422,428,491,528292030,60,RL,8726.209697555205,15896,Pave,NA,1,Lvl,3,CulDSac,2,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,3,2,PConc,5,4,2,6,913.0,2,0.0,264.0,1177.0,GasA,4,Y,3.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,3,8,7,1,4,BuiltIn,1999.0,4,3.0,658.0,2,2,2,298,0,0,0,0,0,0,0,NA,0,5,2009,WD ,245000.0,Train
423,429,1002,527140090,120,RL,41.0,5395,Pave,NA,2,HLS,3,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,5,4,2,7,733.0,2,0.0,604.0,1337.0,GasA,3,Y,3.0,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,7,1,4,Attchd,1993.0,3,2.0,462.0,2,2,2,96,0,70,168,0,0,0,0,NA,0,10,2008,WD ,180000.0,Train
424,430,1848,533223050,160,FV,2801.8789410885593,5105,Pave,NA,1,Lvl,3,FR2,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,5,4,2,7,239.0,2,0.0,312.0,551.0,GasA,4,Y,3.0,551,551,0,1102,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2004.0,3,2.0,480.0,2,2,2,0,60,0,0,0,0,0,0,NA,0,3,2007,WD ,148800.0,Train
425,432,908,909175080,30,RL,60.0,8400,Pave,NA,3,Bnk,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,3,2,4,290.0,2,0.0,0.0,290.0,GasA,2,N,1.0,438,0,0,438,0.0,0.0,1,0,1,1,1,3,7,0,0,Detchd,1930.0,3,1.0,246.0,2,2,0,0,0,0,0,0,0,0,0,NA,0,1,2009,WD ,60000.0,Train
426,433,1490,908103260,85,RL,64.0,12102,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,2,2,CBlock,5,5,4,6,456.0,2,0.0,0.0,456.0,GasA,4,Y,3.0,1033,0,0,1033,0.0,1.0,1,0,3,1,2,6,7,0,0,BuiltIn,1976.0,3,2.0,504.0,1,2,2,224,0,0,0,0,0,0,0,NA,0,4,2008,WD ,165000.0,Train
427,434,1465,907262060,60,RL,41.0,10905,Pave,NA,1,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1129.0,1129.0,GasA,4,Y,3.0,1129,1198,0,2327,0.0,0.0,2,1,4,1,3,9,7,1,5,BuiltIn,2003.0,3,2.0,596.0,2,2,2,0,57,0,0,0,0,0,0,NA,0,8,2008,WD ,240000.0,Train
428,435,1627,527163080,20,RL,5245.507538719274,9556,Pave,NA,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,2,2,PConc,5,4,2,2,0.0,2,0.0,1168.0,1168.0,GasA,3,Y,3.0,1187,0,0,1187,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1992.0,3,2.0,420.0,2,2,2,0,21,0,0,0,0,0,0,NA,0,8,2007,WD ,160000.0,Train
429,436,2849,909201180,190,RH,58.0,6430,Pave,NA,3,Bnk,3,Corner,2,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,3,5,780.0,2,0.0,0.0,780.0,GasA,2,N,1.0,816,524,0,1340,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1945.0,3,1.0,440.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,128000.0,Train
430,437,1501,908201100,90,RL,65.0,6040,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,2,2,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,82000.0,Train
431,438,626,535125070,20,RL,80.0,14695,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,2,3,CBlock,4,4,2,6,1387.0,2,0.0,175.0,1562.0,GasA,3,Y,3.0,1567,0,0,1567,1.0,0.0,2,0,2,1,3,5,7,2,5,Attchd,1966.0,3,2.0,542.0,2,2,2,0,110,0,0,342,0,0,2,NA,0,7,2009,WD ,256000.0,Train
432,439,722,902401130,70,RM,50.0,9000,Pave,NA,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,4,2,6,624.0,2,0.0,26.0,650.0,GasA,4,Y,3.0,832,650,0,1482,0.0,1.0,1,0,3,1,2,7,7,0,0,Detchd,1930.0,3,2.0,324.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,143000.0,Train
